whisky,meta_critic,stdev,count,cost,class,super_cluster,cluster,country,type,alt_brand
Bruichladdich Infinity Third Edition,8.77,0.27,5,$$$$$,SingleMalt-like,I,I,Scotland,Malt,bruichladdich edition infinity third
Bruichladdich Islay Barley (all vintages),8.57,0.23,12,$$$$,SingleMalt-like,I,I,Scotland,Malt,all barley bruichladdich islay vintages
Bruichladdich Laddie Classic (Edition 01),8.42,0.56,6,$$$,SingleMalt-like,GH,G,Scotland,Malt,01 bruichladdich classic edition laddie
Bruichladdich Laddie Sixteen,8.75,0.22,12,$$$$,SingleMalt-like,GH,G,Scotland,Malt,bruichladdich laddie sixteen
Bruichladdich Laddie Ten,8.82,0.3,16,$$$,SingleMalt-like,GH,G,Scotland,Malt,bruichladdich laddie ten
Bruichladdich Laddie Ten (Second Edition),8.89,0.27,7,$$$,SingleMalt-like,GH,G,Scotland,Malt,bruichladdich edition laddie second ten
Bruichladdich Laddie Twenty Two,8.85,0.25,10,$$$$$,SingleMalt-like,GH,G,Scotland,Malt,bruichladdich laddie twenty two
Bruichladdich Octomore 10,8.88,0.41,5,$$$$$+,SingleMalt-like,J,J,Scotland,Malt,10 bruichladdich octomore
Bruichladdich Octomore 10 (Second Edition),9.15,0.2,4,$$$$$,SingleMalt-like,J,J,Scotland,Malt,10 bruichladdich edition octomore second
Bruichladdich Octomore 6.1,8.73,0.26,13,$$$$$,SingleMalt-like,J,J,Scotland,Malt,6.1 bruichladdich octomore
Bruichladdich Octomore 6.2,9.1,0.26,8,$$$$$,SingleMalt-like,J,J,Scotland,Malt,6.2 bruichladdich octomore
Bruichladdich Octomore 6.3,8.75,0.62,8,$$$$$,SingleMalt-like,J,J,Scotland,Malt,6.3 bruichladdich octomore
Bruichladdich Octomore 7.1,8.98,0.28,10,$$$$$,SingleMalt-like,J,J,Scotland,Malt,7.1 bruichladdich octomore
Bruichladdich Octomore 7.2,8.96,0.33,6,$$$$$,SingleMalt-like,J,J,Scotland,Malt,7.2 bruichladdich octomore
Bruichladdich Octomore 7.3,9.01,0.42,6,$$$$$,SingleMalt-like,J,J,Scotland,Malt,7.3 bruichladdich octomore
Bruichladdich Octomore 7.4,8.56,0.69,7,$$$$$,SingleMalt-like,J,J,Scotland,Malt,7.4 bruichladdich octomore
Bruichladdich Rocks,8.36,0.29,10,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,bruichladdich rocks
Bruichladdich Sherry Classic,8.25,0.85,6,$$$$,SingleMalt-like,EF,E,Scotland,Malt,bruichladdich classic sherry
Buffalo Trace Bourbon,8.58,0.41,19,$$,Bourbon-like,,,USA,Bourbon,buffalo trace
"Buffalo Trace Experimental Collection 12yo floor #5 (rye, 2014)",9.06,0.23,5,$$$$$,Bourbon-like,,,USA,Bourbon,"#5 12 2014 buffalo collection experimental floor rye, trace"
Bulleit 10yo,8.53,0.39,13,$$$,Bourbon-like,,,USA,Bourbon,10 bulleit
Bulleit Bourbon,8.38,0.37,21,$$,Bourbon-like,,,USA,Bourbon,bulleit
Bulleit Rye,8.29,0.64,16,$$,Rye-like,,,USA,Rye,bulleit rye
Bunnahabhain 12yo,8.58,0.3,17,$$$,SingleMalt-like,EF,F,Scotland,Malt,12 bunnahabhain
Bunnahabhain 18yo,9.03,0.19,14,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,18 bunnahabhain
Bunnahabhain 25yo,8.84,0.36,15,$$$$$+,SingleMalt-like,ABC,A,Scotland,Malt,25 bunnahabhain
Bunnahabhain 40yo,9.16,0.34,6,$$$$$+,SingleMalt-like,EF,F,Scotland,Malt,40 bunnahabhain
Bunnahabhain Cebanach,8.81,0.28,11,$$$$,SingleMalt-like,J,J,Scotland,Malt,bunnahabhain cebanach
Bunnahabhain Darach Ur,8.39,0.32,10,$$$,SingleMalt-like,EF,F,Scotland,Malt,bunnahabhain darach ur
Bunnahabhain Eirigh Na Greine,8.28,0.46,6,$$$$,SingleMalt-like,EF,F,Scotland,Malt,bunnahabhain eirigh greine na
Bunnahabhain Toiteach,8.59,0.38,14,$$$$,SingleMalt-like,J,J,Scotland,Malt,bunnahabhain toiteach
Bushmills 10yo Single Malt,8.19,0.3,18,$$$,SingleMalt-like,GH,G,Ireland,Malt,10 bushmills
Bushmills 16yo Single Malt,8.48,0.48,16,$$$$,SingleMalt-like,ABC,B,Ireland,Malt,16 bushmills
Bushmills 21yo Single Malt,8.93,0.34,11,$$$$$,SingleMalt-like,ABC,C,Ireland,Malt,21 bushmills
Bushmills Black Bush,8.35,0.4,20,$$,SingleMalt-like,ABC,C,Ireland,Blend,black bush bushmills
Bushmills Original Blended,7.65,0.47,15,$$,Scotch-like,,,Ireland,Blend,blended bushmills original
Bushmills Sherry Cask Reserve,8.16,0.4,3,$$$$,SingleMalt-like,ABC,C,Ireland,Malt,bushmills cask reserve sherry
Canada Gold,8.1,0.66,5,$,Rye-like,,,Canada,Blend,canada gold
Canadian Club (Premium),7.32,0.79,16,$,Rye-like,,,Canada,Blend,canadian club premium
Canadian Club 100% Rye,8.33,0.42,14,$,Rye-like,,,Canada,Rye,100% canadian club rye
Canadian Club 20yo,8.63,0.31,10,$$$,Rye-like,,,Canada,Blend,20 canadian club
Canadian Club 30yo,9.02,0.19,6,$$$$$,Rye-like,,,Canada,Blend,30 canadian club
Canadian Club Classic 12yo (Small Batch),8.18,0.42,13,$,Rye-like,,,Canada,Blend,12 batch canadian classic club small
Canadian Club Reserve 10yo,8.38,0.61,9,$$,Rye-like,,,Canada,Blend,10 canadian club reserve
Canadian Club Reserve 9yo,8.03,0.45,5,$,Rye-like,,,Canada,Blend,9 canadian club reserve
Canadian Club Sherry Cask,8.22,0.6,8,$$,Rye-like,,,Canada,Blend,canadian cask club sherry
Canadian Mist,7.63,0.63,11,$,Rye-like,,,Canada,Blend,canadian mist
Canadian Mist Black Diamond,8.08,0.51,6,$,Rye-like,,,Canada,Blend,black canadian diamond mist
Canadian Rockies 21yo,8.99,0.29,7,$$$,Rye-like,,,Canada,Blend,21 canadian rockies
Caol Ila 12yo,8.72,0.18,19,$$$$,SingleMalt-like,I,I,Scotland,Malt,12 caol ila
Caol Ila 15yo Unpeated,8.54,0.4,8,$$$$$,SingleMalt-like,GH,G,Scotland,Malt,15 caol ila unpeated
Caol Ila 17yo unpeated,8.6,0.53,6,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,17 caol ila unpeated
Caol Ila 18yo,8.67,0.5,14,$$$$$,SingleMalt-like,I,I,Scotland,Malt,18 caol ila
Caol Ila 25yo,8.84,0.25,6,$$$$$,SingleMalt-like,I,I,Scotland,Malt,25 caol ila
Caol Ila 30yo,9.33,0.24,9,$$$$$+,SingleMalt-like,I,I,Scotland,Malt,30 caol ila
Caol Ila Distiller's Edition (all editions),8.66,0.39,12,$$$$,SingleMalt-like,J,J,Scotland,Malt,all caol distiller edition editions ila
Cardhu 12yo,8.11,0.44,19,$$$,SingleMalt-like,GH,H,Scotland,Malt,12 cardhu
Cardhu Amber Rock,8.29,0.27,4,$$$,SingleMalt-like,GH,H,Scotland,Malt,amber cardhu rock
Caribou Crossing Single Barrel,8.61,0.42,10,$$$$,Rye-like,,,Canada,Blend,barrel caribou crossing single
Catto's Rare Old,8.11,0.75,5,$,Scotch-like,,,Scotland,Blend,catto old rare
Centennial 10yo,8.36,0.4,6,$,Rye-like,,,Canada,Blend,10 centennial
Century Reserve 21yo,8.73,0.2,10,$$,Rye-like,,,Canada,Blend,21 century reserve
Century Reserve Lot 15/25,8.35,0.87,5,$,Rye-like,,,Canada,Blend,15/25 century lot reserve
Chivas Regal 12yo,7.79,0.43,21,$$,Scotch-like,,,Scotland,Blend,12 chivas regal
Chivas Regal 18yo,8.23,0.53,14,$$$$,Scotch-like,,,Scotland,Blend,18 chivas regal
Chivas Regal 25yo,8.71,0.21,7,$$$$$+,Scotch-like,,,Scotland,Blend,25 chivas regal
Chivas Royal Salute 21yo,8.57,0.63,7,$$$$$,Scotch-like,,,Scotland,Blend,21 chivas royal salute
Clynelish 14yo,8.81,0.25,15,$$$$,SingleMalt-like,EF,F,Scotland,Malt,14 clynelish
Collingwood,8.03,0.32,8,$$,Rye-like,,,Canada,Blend,collingwood
Collingwood 21yo,8.54,0.42,11,$$$,Rye-like,,,Canada,Blend,21 collingwood
Colonel E.H. Taylor Straight Rye,8.72,0.32,6,$$$$,Rye-like,,,USA,Rye,colonel e.h. rye straight taylor
Colonel EH Taylor Barrel Proof,8.86,0.21,6,$$$$,Bourbon-like,,,USA,Bourbon,barrel colonel eh proof taylor
Colonel EH Taylor Single Barrel,8.95,0.31,6,$$$$,Bourbon-like,,,USA,Bourbon,barrel colonel eh single taylor
Colonel EH Taylor Small Batch (BiB),8.61,0.3,11,$$$$,Bourbon-like,,,USA,Bourbon,batch bib colonel eh small taylor
Compass Box 3yo Deluxe,9.02,0.23,6,$$$$$+,SingleMalt-like,EF,F,Scotland,Malt,3 box compass deluxe
Compass Box Asyla,8.23,0.49,12,$$$,Scotch-like,,,Scotland,Blend,asyla box compass
Compass Box Eleuthera,8.56,0.39,12,$$$$,SingleMalt-like,I,I,Scotland,Malt,box compass eleuthera
Compass Box Enlightenment,8.86,0.19,4,$$$$,SingleMalt-like,GH,G,Scotland,Malt,box compass enlightenment
Compass Box Flaming Heart,8.94,0.36,19,$$$$$,SingleMalt-like,I,I,Scotland,Malt,box compass flaming heart
Compass Box Great King St Artist's Blend,8.59,0.37,18,$$,Scotch-like,,,Scotland,Blend,artist blend box compass great king st
Compass Box Great King St Glasgow Blend,8.57,0.24,11,$$$,Scotch-like,,,Scotland,Blend,blend box compass glasgow great king st
Compass Box Hedonism,8.54,0.47,17,$$$$,Scotch-like,,,Scotland,Blend,box compass hedonism
Compass Box Hedonism Quindecimus,8.91,0.41,7,$$$$$,Scotch-like,,,Scotland,Blend,box compass hedonism quindecimus
Compass Box Oak Cross,8.69,0.34,13,$$$,SingleMalt-like,EF,F,Scotland,Malt,box compass cross oak
Compass Box Orangerie,7.89,0.82,7,$$,Scotch-like,,,Scotland,Blend,box compass orangerie
Compass Box Peat Monster,8.66,0.32,18,$$$,SingleMalt-like,J,J,Scotland,Malt,box compass monster peat
Compass Box Spice Tree,8.81,0.32,19,$$$$,SingleMalt-like,EF,F,Scotland,Malt,box compass spice tree
Compass Box Spice Tree Extravaganza,8.83,0.28,7,$$$$$,SingleMalt-like,EF,F,Scotland,Malt,box compass extravaganza spice tree
Compass Box The Circus,8.94,0.29,4,$$$$$,Scotch-like,,,Scotland,Blend,box circus compass the
Compass Box The General,9.19,0.28,10,$$$$$+,Scotch-like,,,Scotland,Blend,box compass general the
Compass Box The Lost Blend,8.96,0.24,12,$$$$$,SingleMalt-like,I,I,Scotland,Malt,blend box compass lost the
Compass Box This is Not a Luxury Whisky,8.77,0.46,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,a box compass is luxury not this
Connemara Peated Single Malt,8.2,0.34,15,$$$,SingleMalt-like,I,I,Ireland,Malt,connemara peated
Connemara Turf Mor,8.75,0.45,11,$$$$,SingleMalt-like,J,J,Ireland,Malt,connemara mor turf
Copperworks American Single Malt,8.6,0.24,4,$$$,SingleMalt-like,EF,E,USA,Malt,american copperworks
Corner Creek Reserve Bourbon Whiskey,8.6,0.38,7,$$,Bourbon-like,,,USA,Bourbon,corner creek reserve
Coyote Ugly,8.1,0.49,5,$,Rye-like,,,Canada,Blend,cote ugly
Cragganmore 12yo,8.32,0.34,15,$$$$,SingleMalt-like,EF,E,Scotland,Malt,12 cragganmore
Cragganmore 25yo,9.04,0.05,4,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt,25 cragganmore
Cragganmore NAS (Special Release 2016),9.05,0.32,4,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,2016 cragganmore release special
Craigellachie 13yo,8.41,0.4,12,$$$,SingleMalt-like,GH,G,Scotland,Malt,13 craigellachie
Craigellachie 14yo,8.37,0.28,6,$$$$$+,SingleMalt-like,EF,F,Scotland,Malt,14 craigellachie
Craigellachie 17yo,8.55,0.25,7,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,17 craigellachie
Crown Royal,7.57,0.52,17,$,Rye-like,,,Canada,Blend,crown royal
Crown Royal Black,8.2,0.5,16,$$,Rye-like,,,Canada,Blend,black crown royal
Crown Royal Cornerstone Blend,8.37,0.79,4,$$$,Rye-like,,,Canada,Blend,blend cornerstone crown royal
Crown Royal Hand Selected Barrel,8.82,0.27,8,$$$,Rye-like,,,Canada,Blend,barrel crown hand royal selected
Crown Royal Limited Edition,8.29,0.19,10,$$,Rye-like,,,Canada,Blend,crown edition limited royal
Crown Royal Monarch 75th Anniversary,8.76,0.5,9,$$$,Rye-like,,,Canada,Blend,75th anniversary crown monarch royal
Crown Royal Northern Harvest Rye,8.58,0.35,16,$$,Rye-like,,,Canada,Blend,crown harvest northern royal rye
Crown Royal Reserve,8.52,0.68,13,$$$,Rye-like,,,Canada,Blend,crown reserve royal
Crown Royal XO,8.72,0.31,5,$$$,Rye-like,,,Canada,Blend,crown royal xo
Cutty Sark,7.52,0.44,14,$,Scotch-like,,,Scotland,Blend,cutty sark
Cutty Sark Prohibition,8.52,0.48,11,$$,Scotch-like,,,Scotland,Blend,cutty prohibition sark
Cutty Sark Storm,8.03,0.51,8,$,Scotch-like,,,Scotland,Blend,cutty sark storm
Dalmore 12yo,8.44,0.25,17,$$$,SingleMalt-like,EF,E,Scotland,Malt,12 dalmore
Dalmore 15yo,8.33,0.5,17,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,15 dalmore
Dalmore 18yo,8.52,0.4,12,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,18 dalmore
Dalmore Cigar Malt,8.48,0.41,6,$$$,SingleMalt-like,ABC,C,Scotland,Malt,cigar dalmore malt
Dalmore Cigar Malt Reserve,8.33,0.63,12,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,cigar dalmore malt reserve
Dalmore Gran Reserva,8.06,0.39,9,$$$,SingleMalt-like,ABC,C,Scotland,Malt,dalmore gran reserva
Dalmore King Alexander III,8.33,0.31,9,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt,alexander dalmore iii king
Dalmore Valour,8.11,0.34,8,$$$$,SingleMalt-like,EF,E,Scotland,Malt,dalmore valour
Dalwhinnie 15yo,8.69,0.34,18,$$$$,SingleMalt-like,GH,H,Scotland,Malt,15 dalwhinnie
Dalwhinnie Distillers Edition,8.58,0.34,6,$$$$,SingleMalt-like,ABC,C,Scotland,Malt,dalwhinnie distiller edition
Danfield's 21yo,8.6,0.55,12,$$,Rye-like,,,Canada,Blend,21 danfield
Deanston 12yo,8.12,0.44,14,$$$,SingleMalt-like,EF,F,Scotland,Malt,12 deanston
Deanston 18yo (Bourbon Finish),8.41,0.42,5,$$$$$,SingleMalt-like,EF,E,Scotland,Malt,18 deanston finish
Deanston Virgin Oak,8.18,0.45,13,$$,SingleMalt-like,GH,H,Scotland,Malt,deanston oak virgin
Deveron 12yo,8.36,0.29,6,$$$,SingleMalt-like,EF,E,Scotland,Malt,12 deveron
Deveron 18yo,8.55,0.62,3,$$$$,SingleMalt-like,EF,E,Scotland,Malt,18 deveron
Dewar's 12yo,7.92,0.28,12,$$,Scotch-like,,,Scotland,Blend,12 dewar
Dewar's White Label,7.49,0.74,13,$$,Scotch-like,,,Scotland,Blend,dewar white
Dufftown Singleton of Dufftown 12yo,8.01,0.54,9,$$$,SingleMalt-like,EF,E,Scotland,Malt,12 dufftown dufftown of singleton
Eagle Rare 10yo,8.55,0.32,20,$$,Bourbon-like,,,USA,Bourbon,10 eagle rare
Eagle Rare 17yo,8.83,0.34,12,$$$$$+,Bourbon-like,,,USA,Bourbon,17 eagle rare
Edradour 10yo,8.14,0.74,13,$$$,SingleMalt-like,EF,E,Scotland,Malt,10 edradour
"Elements of Islay ""Peat""",8.91,0.18,5,$$$,SingleMalt-like,I,I,Scotland,Malt,"""peat"" elements islay of"
Elijah Craig 12yo,8.67,0.28,21,$$,Bourbon-like,,,USA,Bourbon,12 craig elijah
Elijah Craig 18yo,8.72,0.46,11,$$$$$,Bourbon-like,,,USA,Bourbon,18 craig elijah
Elijah Craig 21yo,9.2,0.16,5,$$$$$+,Bourbon-like,,,USA,Bourbon,21 craig elijah
Elijah Craig Barrel Proof,8.86,0.2,9,$$$$,Bourbon-like,,,USA,Bourbon,barrel craig elijah proof
Ellington Reserve 8yo,6.91,1.03,4,$,Rye-like,,,Canada,Blend,8 ellington reserve
Elmer T. Lee Single Barrel Bourbon,8.72,0.4,12,$$$,Bourbon-like,,,USA,Bourbon,barrel elmer lee single t.
Evan Williams (Black Label),8.18,0.4,14,$,Bourbon-like,,,USA,Bourbon,black evan williams
Evan Williams 1783 Small Batch,8.18,0.39,4,$,Bourbon-like,,,USA,Bourbon,1783 batch evan small williams
Evan Williams Bottled in Bond (White label),8.32,0.53,9,$,Bourbon-like,,,USA,Bourbon,bond bottled evan in white williams
Evan Williams Single Barrel,8.71,0.24,15,$$,Bourbon-like,,,USA,Bourbon,barrel evan single williams
Famous Grouse,7.63,0.58,17,$,Scotch-like,,,Scotland,Blend,famous grouse
Famous Grouse Gold Reserve 12yo,8.46,0.33,9,$$,Scotch-like,,,Scotland,Blend,12 famous gold grouse reserve
Famous Grouse Smoky Black (Black Grouse),7.98,0.46,19,$$,Scotch-like,,,Scotland,Blend,black black famous grouse grouse smoky
Famous Jubilee,8.15,0.13,3,$$,Scotch-like,,,Scotland,Blend,famous jubilee
Fettercairn Fior,8.58,0.38,3,$$$,SingleMalt-like,I,I,Scotland,Malt,fettercairn fior
FEW Bourbon,8.64,0.19,7,$$$,Bourbon-like,,,USA,Bourbon,few
FEW Rye Whisky,8.63,0.54,7,$$$$,Rye-like,,,USA,Rye,few rye
FEW Single Malt,8.45,0.53,6,$$$$,SingleMalt-like,GH,G,USA,Malt,few
Finlaggan Old Reserve,8.45,0.5,14,$$,SingleMalt-like,J,J,Scotland,Malt,finlaggan old reserve
Forty Creek Barrel Select,8.46,0.42,16,$,Rye-like,,,Canada,Blend,barrel creek forty select
Forty Creek Confederation Oak (All Batches),8.77,0.42,18,$$$,Rye-like,,,Canada,Blend,all batches confederation creek forty oak
"Forty Creek Confederation Oak (Batch A, B)",8.82,0.43,16,$$$,Rye-like,,,Canada,Blend,"a, b batch confederation creek forty oak"
"Forty Creek Confederation Oak (Batch C, D)",9.0,0.32,3,$$$,Rye-like,,,Canada,Blend,"batch c, confederation creek d forty oak"
"Forty Creek Confederation Oak (Batch E, F)",8.54,0.34,4,$$$,Rye-like,,,Canada,Blend,"batch confederation creek e, f forty oak"
Forty Creek Copper Pot Reserve,8.71,0.37,13,$,Rye-like,,,Canada,Blend,copper creek forty pot reserve
Forty Creek Double Barrel Reserve,8.71,0.39,12,$$$,Rye-like,,,Canada,Blend,barrel creek double forty reserve
Forty Creek Evolution,8.83,0.62,7,$$$,Rye-like,,,Canada,Blend,creek evolution forty
Forty Creek Founder's Reserve,8.73,0.12,3,$$$,Rye-like,,,Canada,Blend,creek forty founder reserve
Forty Creek Heart of Gold,8.8,0.43,8,$$$$,Rye-like,,,Canada,Blend,creek forty gold heart of
